Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2012,2012,2012,6,1,1,Import,31,Azerbaijan,AZE,804,Ukraine,UKR,300220,Vaccines; for human medicine,8,Weight in kilograms,269,269,58504,0
H4,2012,2012,2012,6,1,2,Export,31,Azerbaijan,AZE,804,Ukraine,UKR,300220,Vaccines; for human medicine,8,Weight in kilograms,31,31,49126,0
H4,2012,2012,2012,6,1,1,Import,31,Azerbaijan,AZE,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,216,216,59500,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,229876,229876,112165653,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,6816,6816,1069475,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,2192,2192,536562,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,40,Austria,AUT,300220,Vaccines; for human medicine,8,Weight in kilograms,2399,2399,3025627,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,28073,28073,14913344,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,68,Bolivia (Plurinational State of),BOL,300220,Vaccines; for human medicine,8,Weight in kilograms,943,943,120671,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,641,641,348950,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,152,Chile,CHL,300220,Vaccines; for human medicine,8,Weight in kilograms,857,857,441000,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,192,Cuba,CUB,300220,Vaccines; for human medicine,8,Weight in kilograms,269,269,21747,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,17,17,44238,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,214,Dominican Rep.,DOM,300220,Vaccines; for human medicine,8,Weight in kilograms,48,48,17480,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,20622,20622,4506107,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,6107,6107,1034260,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,360,Indonesia,IDN,300220,Vaccines; for human medicine,8,Weight in kilograms,19,19,88676,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,106803,106803,33320984,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,5,5,8,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,1290,1290,754664,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,266,266,57817,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,177,177,1500934,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,600,Paraguay,PRY,300220,Vaccines; for human medicine,8,Weight in kilograms,2004,2004,347974,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,1093,1093,87200,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,704,Viet Nam,VNM,300220,Vaccines; for human medicine,8,Weight in kilograms,2726,2726,126843,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,1453,1453,1297973,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,5424,5424,1707494,0
H4,2012,2012,2012,6,1,1,Import,32,Argentina,ARG,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,53032,53032,48919076,0
H4,2012,2012,2012,6,1,2,Export,32,Argentina,ARG,858,Uruguay,URY,300220,Vaccines; for human medicine,8,Weight in kilograms,233,233,15500,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,829173,829173,369916232,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,255759,255759,184294569,0
H4,2012,2012,2012,6,1,4,Re-Import,36,Australia,AUS,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,2384,2384,253554,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,32,Argentina,ARG,300220,Vaccines; for human medicine,8,Weight in kilograms,6861,6861,478856,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,2384,2384,253554,0
H4,2012,2012,2012,6,1,4,Re-Import,36,Australia,AUS,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,2384,2384,253554,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,40,Austria,AUT,300220,Vaccines; for human medicine,8,Weight in kilograms,120,120,28835,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,403099,403099,129676396,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,96,Brunei Darussalam,BRN,300220,Vaccines; for human medicine,8,Weight in kilograms,12,12,27882,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,5473,5473,2116069,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,152,Chile,CHL,300220,Vaccines; for human medicine,8,Weight in kilograms,2823,2823,248497,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,156,China,CHN,300220,Vaccines; for human medicine,8,Weight in kilograms,106,106,28760,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,156,China,CHN,300220,Vaccines; for human medicine,8,Weight in kilograms,68343,68343,26075239,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,162,Christmas Isds,CXR,300220,Vaccines; for human medicine,8,Weight in kilograms,268,268,150601,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,170,Colombia,COL,300220,Vaccines; for human medicine,8,Weight in kilograms,2804,2804,234270,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,10744,10744,4666589,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,218,Ecuador,ECU,300220,Vaccines; for human medicine,8,Weight in kilograms,210,210,64101,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,242,Fiji,FJI,300220,Vaccines; for human medicine,8,Weight in kilograms,59,59,6685,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,120592,120592,44180431,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,2,2,36790,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,258,French Polynesia,PYF,300220,Vaccines; for human medicine,8,Weight in kilograms,9,9,2302,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,32144,32144,5015240,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,48284,48284,60968219,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,300220,Vaccines; for human medicine,8,Weight in kilograms,3753,3753,766687,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,360,Indonesia,IDN,300220,Vaccines; for human medicine,8,Weight in kilograms,1031,1031,152399,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,7374,7374,968103,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,23,23,19748,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,1349,1349,1370422,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,32927,32927,4773629,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,458,Malaysia,MYS,300220,Vaccines; for human medicine,8,Weight in kilograms,2135,2135,331945,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,480,Mauritius,MUS,300220,Vaccines; for human medicine,8,Weight in kilograms,28,28,72507,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,490,"Other Asia, nes","",300220,Vaccines; for human medicine,8,Weight in kilograms,6,6,1476,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,490,"Other Asia, nes","",300220,Vaccines; for human medicine,8,Weight in kilograms,14805,14805,7506442,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,71083,71083,40069563,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,102,102,44752,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,540,New Caledonia,NCL,300220,Vaccines; for human medicine,8,Weight in kilograms,9,9,8690,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,548,Vanuatu,VUT,300220,Vaccines; for human medicine,8,Weight in kilograms,3,3,415,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,554,New Zealand,NZL,300220,Vaccines; for human medicine,8,Weight in kilograms,33531,33531,5506274,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,598,Papua New Guinea,PNG,300220,Vaccines; for human medicine,8,Weight in kilograms,5,5,6111,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,300220,Vaccines; for human medicine,8,Weight in kilograms,665,665,260196,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,604,Peru,PER,300220,Vaccines; for human medicine,8,Weight in kilograms,1262,1262,76476,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,608,Philippines,PHL,300220,Vaccines; for human medicine,8,Weight in kilograms,6093,6093,2490329,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,18,18,15316,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,50817,50817,21909852,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,4895,4895,991957,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,704,Viet Nam,VNM,300220,Vaccines; for human medicine,8,Weight in kilograms,9637,9637,9204944,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,841,841,178648,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,89,89,21244,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,752,Sweden,SWE,300220,Vaccines; for human medicine,8,Weight in kilograms,7470,7470,3371627,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,8020,8020,2683537,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,1485,1485,28748037,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,764,Thailand,THA,300220,Vaccines; for human medicine,8,Weight in kilograms,424,424,1196769,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,764,Thailand,THA,300220,Vaccines; for human medicine,8,Weight in kilograms,2772,2772,2909558,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,1516,1516,2438887,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,10,10,18912,0
H4,2012,2012,2012,6,1,1,Import,36,Australia,AUS,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,105585,105585,109735616,0
H4,2012,2012,2012,6,1,2,Export,36,Australia,AUS,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,10834,10834,32100417,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,127364,127364,125765342,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,108857,108857,138099834,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,32,Argentina,ARG,300220,Vaccines; for human medicine,8,Weight in kilograms,598,598,757678,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,2883,2883,4607579,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,26531,26531,27696151,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,7222,7222,8009251,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,76,Brazil,BRA,300220,Vaccines; for human medicine,8,Weight in kilograms,380,380,327468,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,17,17,811,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,19,19,13576,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,152,Chile,CHL,300220,Vaccines; for human medicine,8,Weight in kilograms,166,166,85654,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,191,Croatia,HRV,300220,Vaccines; for human medicine,8,Weight in kilograms,304,304,373323,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,203,Czechia,CZE,300220,Vaccines; for human medicine,8,Weight in kilograms,533,533,18277895,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,203,Czechia,CZE,300220,Vaccines; for human medicine,8,Weight in kilograms,10878,10878,9267673,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,90,90,1443650,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,15488,15488,5322960,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,9285,9285,11401995,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,20363,20363,9327202,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,33487,33487,54886225,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,300,Greece,GRC,300220,Vaccines; for human medicine,8,Weight in kilograms,2317,2317,3593522,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,348,Hungary,HUN,300220,Vaccines; for human medicine,8,Weight in kilograms,1871,1871,2024097,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,1443,1443,319867,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,376,Israel,ISR,300220,Vaccines; for human medicine,8,Weight in kilograms,10,10,19497,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,3259,3259,733862,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,1466,1466,1819316,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,18,18,7955,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,352,352,500508,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,26,26,25709,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,484,Mexico,MEX,300220,Vaccines; for human medicine,8,Weight in kilograms,278,278,409104,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,13439,13439,7172594,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,241,241,87351,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,616,Poland,POL,300220,Vaccines; for human medicine,8,Weight in kilograms,2923,2923,1770552,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,620,Portugal,PRT,300220,Vaccines; for human medicine,8,Weight in kilograms,236,236,95901,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,643,Russian Federation,RUS,300220,Vaccines; for human medicine,8,Weight in kilograms,13161,13161,5284156,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,79,79,34306,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,13,13,2443,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,703,Slovakia,SVK,300220,Vaccines; for human medicine,8,Weight in kilograms,783,783,962395,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,705,Slovenia,SVN,300220,Vaccines; for human medicine,8,Weight in kilograms,1607,1607,1360885,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,945,945,6232597,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,9442,9442,18245850,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,752,Sweden,SWE,300220,Vaccines; for human medicine,8,Weight in kilograms,4068,4068,6023326,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,2158,2158,573448,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,2866,2866,5068326,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,9,9,4673,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,114,114,206916,0
H4,2012,2012,2012,6,1,1,Import,40,Austria,AUT,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,44488,44488,48945827,0
H4,2012,2012,2012,6,1,2,Export,40,Austria,AUT,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,365,365,541078,0
H4,2012,2012,2012,6,1,1,Import,50,Bangladesh,BGD,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,331355,331355,71832565,0
H4,2012,2012,2012,6,1,2,Export,50,Bangladesh,BGD,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,76339,76339,598509,0
H4,2012,2012,2012,6,1,2,Export,50,Bangladesh,BGD,4,Afghanistan,AFG,300220,Vaccines; for human medicine,8,Weight in kilograms,657,657,16149,0
H4,2012,2012,2012,6,1,1,Import,50,Bangladesh,BGD,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,15303,15303,4899522,0
