Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,101680,101680,16818832,6
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,566,566,1279119,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,76,Brazil,BRA,300220,Vaccines for human medicine,8,Weight in kilograms,7,7,1227,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,100,Bulgaria,BGR,300220,Vaccines for human medicine,8,Weight in kilograms,60,60,88659,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,124,Canada,CAN,300220,Vaccines for human medicine,8,Weight in kilograms,36,36,2709,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,191,Croatia,HRV,300220,Vaccines for human medicine,8,Weight in kilograms,1,1,120,6
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,192,Cuba,CUB,300220,Vaccines for human medicine,8,Weight in kilograms,808,808,633056,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,208,Denmark,DNK,300220,Vaccines for human medicine,8,Weight in kilograms,102,102,77567,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,34946,34946,8065651,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,360,Indonesia,IDN,300220,Vaccines for human medicine,8,Weight in kilograms,3874,3874,859012,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,686,Senegal,SEN,300220,Vaccines for human medicine,8,Weight in kilograms,40,40,11430,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,699,India,IND,300220,Vaccines for human medicine,8,Weight in kilograms,61180,61180,5729786,0
H3,2007,2007,2007,6,1,1,Import,12,Algeria,DZA,826,United Kingdom,GBR,300220,Vaccines for human medicine,8,Weight in kilograms,60,60,70496,0
H3,2007,2007,2007,6,1,1,Import,20,Andorra,AND,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,613,613,381034,0
H3,2007,2007,2007,6,1,1,Import,20,Andorra,AND,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,4,4,1191,0
H3,2007,2007,2007,6,1,1,Import,20,Andorra,AND,724,Spain,ESP,300220,Vaccines for human medicine,8,Weight in kilograms,609,609,379843,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,13344,13344,2145640,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,221,221,88147,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,990,990,388512,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,410,Rep. of Korea,KOR,300220,Vaccines for human medicine,8,Weight in kilograms,640,640,56235,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,300220,Vaccines for human medicine,8,Weight in kilograms,7686,7686,463343,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,699,India,IND,300220,Vaccines for human medicine,8,Weight in kilograms,3759,3759,1135717,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,757,Switzerland,CHE,300220,Vaccines for human medicine,8,Weight in kilograms,23,23,696,0
H3,2007,2007,2007,6,1,1,Import,31,Azerbaijan,AZE,826,United Kingdom,GBR,300220,Vaccines for human medicine,8,Weight in kilograms,25,25,12991,0
H3,2007,2007,2007,6,1,1,Import,32,Argentina,ARG,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,69460,69460,24750047,6
H3,2007,2007,2007,6,1,2,Export,32,Argentina,ARG,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,6028,6028,701728,6
