Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,5836,5836,1505816,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,528,528,287029,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,100,Bulgaria,BGR,300220,Vaccines for human medicine,8,Weight in kilograms,293,293,122585,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,348,348,109309,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,276,Germany,DEU,300220,Vaccines for human medicine,8,Weight in kilograms,660,660,286648,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,348,Hungary,HUN,300220,Vaccines for human medicine,8,Weight in kilograms,116,116,144652,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,410,Rep. of Korea,KOR,300220,Vaccines for human medicine,8,Weight in kilograms,2485,2485,421504,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,699,India,IND,300220,Vaccines for human medicine,8,Weight in kilograms,1382,1382,132233,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,724,Spain,ESP,300220,Vaccines for human medicine,8,Weight in kilograms,18,18,119,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,826,United Kingdom,GBR,300220,Vaccines for human medicine,8,Weight in kilograms,5,5,891,0
H3,2009,2009,2009,6,1,1,Import,8,Albania,ALB,842,USA,USA,300220,Vaccines for human medicine,8,Weight in kilograms,2,2,846,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,96103,96103,20007430,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,382,382,758957,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,124,Canada,CAN,300220,Vaccines for human medicine,8,Weight in kilograms,5,5,339,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,191,Croatia,HRV,300220,Vaccines for human medicine,8,Weight in kilograms,3,3,142,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,192,Cuba,CUB,300220,Vaccines for human medicine,8,Weight in kilograms,3853,3853,253739,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,208,Denmark,DNK,300220,Vaccines for human medicine,8,Weight in kilograms,2073,2073,690971,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,60480,60480,15732609,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,360,Indonesia,IDN,300220,Vaccines for human medicine,8,Weight in kilograms,1330,1330,227394,0
H3,2009,2009,2009,6,1,1,Import,12,Algeria,DZA,699,India,IND,300220,Vaccines for human medicine,8,Weight in kilograms,27977,27977,2343279,0
H3,2009,2009,2009,6,1,1,Import,20,Andorra,AND,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,7229,7229,1500248,0
H3,2009,2009,2009,6,1,1,Import,20,Andorra,AND,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,102,102,362151,0
H3,2009,2009,2009,6,1,1,Import,20,Andorra,AND,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,6505,6505,868574,0
H3,2009,2009,2009,6,1,1,Import,20,Andorra,AND,724,Spain,ESP,300220,Vaccines for human medicine,8,Weight in kilograms,621,621,269522,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,60199,60199,6592827,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,192,Cuba,CUB,300220,Vaccines for human medicine,8,Weight in kilograms,18,18,4907,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,208,Denmark,DNK,300220,Vaccines for human medicine,8,Weight in kilograms,24274,24274,2166596,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,117,117,20237,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,516,Namibia,NAM,300220,Vaccines for human medicine,8,Weight in kilograms,8,8,75,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,528,Netherlands,NLD,300220,Vaccines for human medicine,8,Weight in kilograms,5072,5072,30369,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,620,Portugal,PRT,300220,Vaccines for human medicine,8,Weight in kilograms,1646,1646,312387,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,686,Senegal,SEN,300220,Vaccines for human medicine,8,Weight in kilograms,1212,1212,541049,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,699,India,IND,300220,Vaccines for human medicine,8,Weight in kilograms,21633,21633,3028053,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,710,South Africa,ZAF,300220,Vaccines for human medicine,8,Weight in kilograms,5737,5737,363386,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,826,United Kingdom,GBR,300220,Vaccines for human medicine,8,Weight in kilograms,131,131,36424,0
H3,2009,2009,2009,6,1,1,Import,24,Angola,AGO,842,USA,USA,300220,Vaccines for human medicine,8,Weight in kilograms,351,351,89343,0
H3,2009,2009,2009,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,13488,13488,6155525,0
H3,2009,2009,2009,6,1,1,Import,31,Azerbaijan,AZE,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,5099,5099,4201251,0
H3,2009,2009,2009,6,1,1,Import,31,Azerbaijan,AZE,203,Czechia,CZE,300220,Vaccines for human medicine,8,Weight in kilograms,419,419,79031,0
H3,2009,2009,2009,6,1,1,Import,31,Azerbaijan,AZE,251,France,FRA,300220,Vaccines for human medicine,8,Weight in kilograms,797,797,309817,0
H3,2009,2009,2009,6,1,1,Import,31,Azerbaijan,AZE,268,Georgia,GEO,300220,Vaccines for human medicine,8,Weight in kilograms,20,20,123627,0
