Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,360,Indonesia,IDN,300220,Vaccines; for human medicine,8,Weight in kilograms,346,346,24709,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,372,Ireland,IRL,300220,Vaccines; for human medicine,8,Weight in kilograms,17243,17243,21997823,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,8965,8965,1342537,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,2,2,65473,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,145,145,48619,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,300220,Vaccines; for human medicine,8,Weight in kilograms,48412,48412,8539317,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,458,Malaysia,MYS,300220,Vaccines; for human medicine,8,Weight in kilograms,1506,1506,209523,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,490,"Other Asia, nes","",300220,Vaccines; for human medicine,8,Weight in kilograms,9,9,1580,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,490,"Other Asia, nes","",300220,Vaccines; for human medicine,8,Weight in kilograms,14348,14348,5197913,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,520,Nauru,NRU,300220,Vaccines; for human medicine,8,Weight in kilograms,194,194,39605,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,158346,158346,53243580,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,125,125,35266,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,540,New Caledonia,NCL,300220,Vaccines; for human medicine,8,Weight in kilograms,54,54,34557,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,548,Vanuatu,VUT,300220,Vaccines; for human medicine,8,Weight in kilograms,1053,1053,176278,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,554,New Zealand,NZL,300220,Vaccines; for human medicine,8,Weight in kilograms,45393,45393,5832243,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,300220,Vaccines; for human medicine,8,Weight in kilograms,167,167,39613,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,604,Peru,PER,300220,Vaccines; for human medicine,8,Weight in kilograms,3414,3414,235493,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,608,Philippines,PHL,300220,Vaccines; for human medicine,8,Weight in kilograms,433,433,389482,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,688,Serbia,SRB,300220,Vaccines; for human medicine,8,Weight in kilograms,1339,1339,1477741,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,699,India,IND,300220,Vaccines; for human medicine,8,Weight in kilograms,24,24,26059,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,40308,40308,4367286,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,702,Singapore,SGP,300220,Vaccines; for human medicine,8,Weight in kilograms,1856,1856,349231,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,704,Viet Nam,VNM,300220,Vaccines; for human medicine,8,Weight in kilograms,6348,6348,7138044,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,1097,1097,296461,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,450,450,889654,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,752,Sweden,SWE,300220,Vaccines; for human medicine,8,Weight in kilograms,8365,8365,4280065,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,6642,6642,2146160,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,135,135,1158197,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,764,Thailand,THA,300220,Vaccines; for human medicine,8,Weight in kilograms,1300,1300,2725946,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,764,Thailand,THA,300220,Vaccines; for human medicine,8,Weight in kilograms,17453,17453,3583965,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,502,502,1226745,0
H4,2013,2013,2013,6,1,1,Import,36,Australia,AUS,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,219277,219277,174962296,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,842,USA,USA,300220,Vaccines; for human medicine,8,Weight in kilograms,11610,11610,43190634,0
H4,2013,2013,2013,6,1,2,Export,36,Australia,AUS,882,Samoa,WSM,300220,Vaccines; for human medicine,8,Weight in kilograms,20,20,1999,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,79815,79815,70344562,6
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,0,World,WLD,300220,Vaccines; for human medicine,8,Weight in kilograms,129590,129590,189348263,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,32,Argentina,ARG,300220,Vaccines; for human medicine,8,Weight in kilograms,851,851,1129604,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,36,Australia,AUS,300220,Vaccines; for human medicine,8,Weight in kilograms,1781,1781,2009053,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,19538,19538,23887057,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,56,Belgium,BEL,300220,Vaccines; for human medicine,8,Weight in kilograms,6044,6044,6825519,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,76,Brazil,BRA,300220,Vaccines; for human medicine,8,Weight in kilograms,275,275,222513,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,0,0,268,6
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,124,Canada,CAN,300220,Vaccines; for human medicine,8,Weight in kilograms,21,21,16489,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,203,Czechia,CZE,300220,Vaccines; for human medicine,8,Weight in kilograms,290,290,9519645,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,203,Czechia,CZE,300220,Vaccines; for human medicine,8,Weight in kilograms,10650,10650,9501163,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,208,Denmark,DNK,300220,Vaccines; for human medicine,8,Weight in kilograms,37,37,1800785,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,233,Estonia,EST,300220,Vaccines; for human medicine,8,Weight in kilograms,1,1,944,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,13638,13638,5174105,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,251,France,FRA,300220,Vaccines; for human medicine,8,Weight in kilograms,6900,6900,8541195,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,6097,6097,6243379,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,276,Germany,DEU,300220,Vaccines; for human medicine,8,Weight in kilograms,42548,42548,73849140,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,300,Greece,GRC,300220,Vaccines; for human medicine,8,Weight in kilograms,1541,1541,2689709,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,348,Hungary,HUN,300220,Vaccines; for human medicine,8,Weight in kilograms,386,386,2160,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,348,Hungary,HUN,300220,Vaccines; for human medicine,8,Weight in kilograms,2118,2118,3074991,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,376,Israel,ISR,300220,Vaccines; for human medicine,8,Weight in kilograms,6,6,12694,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,2932,2932,1099255,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,381,Italy,ITA,300220,Vaccines; for human medicine,8,Weight in kilograms,1932,1932,2462202,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,10,10,1227,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,392,Japan,JPN,300220,Vaccines; for human medicine,8,Weight in kilograms,2,2,2363,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,484,Mexico,MEX,300220,Vaccines; for human medicine,8,Weight in kilograms,123,123,179324,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,13799,13799,9972431,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,528,Netherlands,NLD,300220,Vaccines; for human medicine,8,Weight in kilograms,124,124,45049,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,554,New Zealand,NZL,300220,Vaccines; for human medicine,8,Weight in kilograms,549,549,1447438,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,616,Poland,POL,300220,Vaccines; for human medicine,8,Weight in kilograms,2086,2086,1277302,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,620,Portugal,PRT,300220,Vaccines; for human medicine,8,Weight in kilograms,56,56,113029,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,643,Russian Federation,RUS,300220,Vaccines; for human medicine,8,Weight in kilograms,13073,13073,6861381,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,703,Slovakia,SVK,300220,Vaccines; for human medicine,8,Weight in kilograms,798,798,990354,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,705,Slovenia,SVN,300220,Vaccines; for human medicine,8,Weight in kilograms,566,566,503268,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,837,837,6054624,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,724,Spain,ESP,300220,Vaccines; for human medicine,8,Weight in kilograms,6781,6781,13417770,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,752,Sweden,SWE,300220,Vaccines; for human medicine,8,Weight in kilograms,6494,6494,12589905,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,6855,6855,2379032,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,757,Switzerland,CHE,300220,Vaccines; for human medicine,8,Weight in kilograms,3035,3035,4319397,0
H4,2013,2013,2013,6,1,1,Import,40,Austria,AUT,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,16,16,5110,0
H4,2013,2013,2013,6,1,2,Export,40,Austria,AUT,826,United Kingdom,GBR,300220,Vaccines; for human medicine,8,Weight in kilograms,21235,21235,37266454,0
